#Parameters = {phi=0; theta=0}
#"Frequency / GHz"	"SZmax(1),Zmax(1) [Magnitude]"
#------------------------------------------------
80.035200000000	-13.655397221613
80.056800000000	-13.634134074157
80.078400000000	-13.612937259253
80.100000000000	-13.591806444658
80.121600000000	-13.570741300745
80.143200000000	-13.549741500467
80.164800000000	-13.528806719336
80.186400000000	-13.507936635393
80.208000000000	-13.487130929183
80.229600000000	-13.466389283729
80.251200000000	-13.445711384506
80.272800000000	-13.425096919414
80.294400000000	-13.404545578755
80.316000000000	-13.384057055209
80.337600000000	-13.363631043807
80.359200000000	-13.343267241909
80.380800000000	-13.322965349177
80.402400000000	-13.302725067558
80.424000000000	-13.282546101253
80.445600000000	-13.262428156699
80.467200000000	-13.242370942547
80.488800000000	-13.222374169636
80.510400000000	-13.202437550973
80.532000000000	-13.182560801711
80.553600000000	-13.162743639130
80.575200000000	-13.142985782610
